dlga_lord_report_to_army_asked:lord_report_to_army_completed|我 带 有 一 群 优 良 且 坚 强 的 士 兵 。 我 们 准 备 加 入 你 。 
dlga_lord_mission_told_scout_waypoints:lord_mission_told_scout_waypoints_rejected|我 恐 怕 我 得 拒 绝 了 。 
dlga_lord_generic_mission_thank:lord_generic_mission_completed|你 给 我 了 很 大 的 帮 助 ， {playername}。 谢 谢 你 。 
dlga_lord_generic_mission_completed:lord_pretalk|为 你 服 务 ， 我 感 到 很 光 荣 ， 大 人 。 
dlga_lord_start:lord_pay_debt_2|我 想 你 还 欠 我 {reg1}第 纳 尔 呢 ， {playername}。 你 有 没 有 打 算 尽 快 还 清 呢 ？ 
dlga_lord_pay_debt_2:lord_pay_debt_3_1|我 就 是 为 这 个 来 的 ， {s65}。 给 你 ， 我 欠 你 的 每 个 第 纳 尔 都 在 这 里 。 
dlga_lord_start:lord_start.1|顺 便 说 一 下 ， 我 希 望 你 找 个 机 会 去 见 一 下 我 的 {s11}， {s14}。 
dlga_lord_start:lord_start.2|顺 便 说 一 下 ， 我 相 信 如 果 你 去 拜 访 我 的 {s11}， {s14}， 她 会 很 高 兴 的 。 她 在 寝 室 等 你 。 
dlga_lord_start:lord_talk|我 举 起 {s5}为 你 祝 寿 ， {playername}！ 你 招 待 的 真 不 错 。 那 么 ， 有 什 么 事 吗 ？ 
dlga_lord_start:lord_talk.2|什 么 吩 咐 ？ 
dlga_lord_start:lord_talk.3|我 希 望 能 在 这 个 吉 祥 的 时 刻 欢 迎 你 来 到 我 的 大 厅 。 现 在 有 什 么 事 吗 ？ 
dlga_lord_start:lord_talk.4|让 我 们 为 了 我 们 主 人 ， {s4}的 健 康 举 起 {s5}。 那 么 ， 有 什 么 事 吗 ？ 
dlga_offer_gift_quest_complete:close_window|啊 ， 把 那 些 东 西 给 我 。 这 有 希 望 改 善 你 们 俩 之 间 的 争 执 。 {reg4?她 :他 }也 许 会 理 你 ， 就 看 我 是 否 能 成 功 了 。 
dlga_lord_talk:intrigue_quest_state_complaint|大 人 — — 我 得 悄 悄 告 诉 你 些 事 情 ， 关 于 你 手 下 某 个 封 臣 的 。 
dlga_intrigue_quest_state_complaint:lord_pretalk|不 管 你 要 说 什 么 ， 等 我 们 独 处 的 时 候 我 会 问 你 的 。 
dlga_intrigue_quest_state_complaint:intrigue_quest_state_complaint_plyr|是 什 么 ？ 我 很 重 视 你 的 意 见 ， 尽 管 我 希 望 你 不 是 打 算 在 我 的 封 臣 之 中 制 造 不 合 。 
dlga_intrigue_quest_state_complaint_plyr:lord_intrigue_quest_complaint_stated|我 的 陛 下 — — {s4}被 你 的 封 臣 广 泛 拥 护 着 变 得 {s5}， 从 而 成 为 你 王 国 的 隐 患 
dlga_intrigue_quest_state_complaint_plyr:lord_pretalk|事 实 上 ， 我 的 陛 下 ， 没 事 。 
dlga_lord_intrigue_quest_complaint_stated:lord_pretalk|嗯 … … 这 让 我 有 点 困 扰 。 虽 然 我 并 不 鼓 励 我 的 封 臣 们 互 相 告 发 ， 但 我 还 是 看 重 你 的 这 些 意 见 。 也 许 以 后 我 要 对 任 何 赐 予 {s4}的 封 地 和 职 务 加 以 审 慎 的 考 虑 … … 
dlga_lord_intrigue_quest_complaint_stated:intrigue_quest_state_complaint_failed|你 这 是 在 挑 拨 我 封 臣 间 的 关 系 ， 不 是 吗 ？ 且 不 说 其 他 ， 难 道 你 认 为 我 会 愿 意 看 到 我 的 贵 族 们 彼 此 怒 目 相 向 ， 自 相 残 杀 ？ 现 在 让 我 来 问 问 你 — — 是 不 是 有 人 指 使 你 这 么 做 的 ？ 
dlga_intrigue_quest_state_complaint_failed:intrigue_quest_state_accept_blame|我 坚 持 我 所 说 的 ， 我 的 陛 下 。 
dlga_intrigue_quest_state_accept_blame:lord_pretalk|当 然 。 你 可 以 坚 持 你 所 说 的 ， 但 还 是 留 着 那 些 话 给 自 己 听 去 吧 。 我 不 会 让 你 中 伤 我 忠 实 的 追 随 者 {s4}的 。 
dlga_lord_talk:lord_denounce_1|我 要 告 诉 你 一 些 事 情 — — 我 们 有 足 够 你 {s4}的 办 法 
dlga_lord_denounce_2:lord_denounce_3|我 说 了 。 你 会 {s4}
dlga_lord_denounce_2:lord_pretalk|没 事 。 你 听 错 了 。 
dlga_lord_denounce_3:close_window|你 为 什 么 要 编 造 这 些 谎 言 ？ 不 顾 我 们 之 间 的 友 谊 ， 像 这 样 污 辱 我 — — 被 昔 日 的 朋 友 背 上 捅 了 一 刀 ， 比 被 不 共 戴 天 的 敌 人 刀 剑 相 加 还 要 残 酷 。 我 不 知 道 你 在 玩 什 么 把 戏 ， 但 是 我 不 想 陪 你 再 玩 下 去 了 。 走 吧 。 我 不 想 再 看 到 你 了 。 
dlga_lord_denounce_3:close_window.1|嗯 。 是 吗 ？ 你 是 那 么 认 为 的 ， 或 者 是 我 的 某 个 敌 人 让 你 这 么 胡 扯 的 ？ 没 关 系 。 我 不 会 上 你 的 当 的 。 走 吧 ， 留 着 你 的 阴 谋 自 己 玩 去 。 
dlga_lord_denounce_4:lord_respond_to_insult_challenge_duel_confirm|我 很 乐 意 和 你 打 上 一 架 。 
dlga_lord_denounce_4:lord_denounce_retract|我 随 便 说 说 的 。 我 收 回 我 的 话 。 
dlga_lord_denounce_retract:lord_pretalk|我 想 也 是 这 样 。 现 在 ， 滚 吧 。 
dlga_lord_talk:lord_respond_to_insult|{s9}
dlga_lord_pretalk:lord_talk|还 有 什 么 事 吗 ？ 
dlga_hero_pretalk:lord_talk|还 有 什 么 事 吗 ？ 
dlga_lord_talk:lord_quarrel_intervention_1|我 想 设 法 解 决 你 跟 {s11}的 争 吵 。 
dlga_lord_talk:lord_recruit_1_relation|住 手 ！ 我 有 点 事 情 必 须 跟 你 私 下 谈 谈 。 
dlga_lord_talk:lord_bandit_information|我 正 追 捕 一 群 有 以 下 特 征 的 山 贼 … … 你 看 到 过 他 们 吗 ？ 
dlga_lord_bandit_information:lord_pretalk|{s15}
dlga_lord_talk:lord_internal_politics_cur_stance|你 觉 得 该 选 谁 当 我 们 国 家 的 元 帅 ？ 
dlga_lord_talk:lord_internal_politics_cur_stance.1|你 觉 得 该 把 {s4}封 给 谁 ？ 
dlga_lord_talk:lord_husband_auto_recruit|我 需 要 你 现 在 就 宣 布 断 绝 与 {s4}的 藩 属 关 系 并 转 投 {s5}， 我 的 夫 君 。 
dlga_lord_husband_auto_recruit:lord_pretalk|当 我 们 远 离 这 些 城 墙 的 时 候 你 再 问 我 一 遍 吧 ， 我 的 妻 子 。 
dlga_lord_husband_auto_recruit:close_window|如 你 所 愿 ， 我 的 妻 子 。 
dlga_lord_talk:lord_recruit_1_relation.1|我 有 点 问 题 想 跟 你 私 下 谈 谈 。 
dlga_lord_talk:lord_recruit_1_relation.2|我 有 点 事 情 想 跟 你 私 下 谈 谈 。 
dlga_lord_talk:lord_talk|作 弊 — — 重 置 领 主 决 定 的 根 源 和 阴 谋 的 渴 望 
dlga_lord_respond_to_insult:lord_pretalk|哈 ！ 我 欣 赏 毒 舌 的 人 。 也 许 哪 天 我 会 用 钳 子 拔 了 它 ， 那 样 就 可 以 非 常 悠 闲 地 欣 赏 它 了 ， 但 是 ， 至 少 今 天 ， 我 该 向 你 的 聪 明 和 勇 气 致 敬 。 
dlga_lord_respond_to_insult:lord_pretalk.1|我 没 有 冒 犯 你 的 意 思 ， 女 士 。 
dlga_lord_respond_to_insult:lord_respond_to_insult_challenge_battle|你 打 算 激 怒 我 ？ 好 吧 ， 我 会 让 你 知 道 我 没 有 义 务 去 和 女 人 ， 平 民 ， 造 反 者 ， 或 者 土 匪 决 斗 。 可 是 ， 我 可 以 命 令 我 的 手 下 逮 捕 并 且 鞭 打 你 一 顿 。 你 希 望 他 们 那 么 做 吗 ？ 
dlga_lord_respond_to_insult:close_window|你 在 挑 衅 我 吗 ？ 好 吧 ， 我 会 让 你 知 道 我 没 有 义 务 去 和 女 人 ， 平 民 ， 叛 匪 ， 或 者 土 匪 决 斗 。 你 很 幸 运 遇 上 我 心 情 不 错 ， 因 为 我 完 全 可 以 命 令 我 的 手 下 把 你 抓 起 来 鞭 打 一 顿 。 现 在 滚 吧 — — 我 不 想 再 跟 你 废 话 。 
dlga_lord_respond_to_insult_challenge_battle:lord_respond_to_insult_challenge_battle_confirm|你 让 他 们 来 试 试 。 
dlga_lord_respond_to_insult_challenge_battle:close_window|不 值 得 为 此 流 血 。 
dlga_lord_respond_to_insult_challenge_duel:lord_respond_to_insult_challenge_duel_confirm|我 这 就 教 训 教 训 你 。 
dlga_lord_respond_to_insult_challenge_duel:close_window|不 值 得 为 此 流 血 。 
dlga_lord_quarrel_intervention_1:lord_quarrel_intervention_2|{s14}
dlga_lord_quarrel_intervention_2:lord_quarrel_intervention_3b|不 管 你 们 有 什 么 过 节 ， 我 要 你 去 摆 平 它 们 。 
dlga_lord_quarrel_intervention_2:lord_quarrel_intervention_3b.1|你 能 想 办 法 消 除 你 们 之 间 的 分 歧 么 ？ 
dlga_lord_quarrel_intervention_2:lord_pretalk|仔 细 想 想 ， 我 还 是 别 管 这 事 了 。 
dlga_lord_quarrel_intervention_3b:lord_quarrel_intervention_4|为 了 我 们 的 友 谊 ， 我 听 从 你 的 意 见 。 我 会 想 办 法 同 {s11}和 好 的 。 
dlga_lord_quarrel_intervention_3b:lord_pretalk|我 不 会 跟 {s11}和 解 ， 这 是 我 的 权 利 。 
dlga_lord_quarrel_intervention_4:lord_pretalk|就 当 我 们 之 间 的 争 执 从 没 发 生 过 。 
dlga_lord_quarrel_intervention_4:lord_pretalk.1|我 看 你 应 该 去 跟 {s11}谈 谈 ， 看 他 是 否 也 愿 意 和 好 。 
dlga_lord_internal_politics_cur_stance:lord_internal_politics_cur_stance_plyr_response|我 已 决 意 要 支 持 你 。 
dlga_lord_internal_politics_cur_stance:lord_internal_politics_cur_stance_plyr_response.1|我 现 在 无 法 做 出 决 定 
dlga_lord_internal_politics_cur_stance:lord_internal_politics_cur_stance_plyr_response.2|我 支 持 {s15}。 {s10}
dlga_lord_internal_politics_cur_stance_plyr_response:lord_internal_politics_plyr_choose_candidate|让 我 告 诉 你 我 支 持 谁 … … 
dlga_lord_internal_politics_cur_stance_plyr_response:lord_internal_politics_cur_stance_plyr_response|作 弊 — — Resetsupport
dlga_lord_internal_politics_plyr_choose_candidate:lord_internal_politics_plyr_choose_candidate_select|你 支 持 谁 ？ 
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_pretalk|如 果 有 幸 我 想 自 荐 
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_pretalk.1|我 推 举 我 的 丈 夫 ， {s4}
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_support_acknowledge|我 支 持 你 ， {s4}
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_support_same_acknowledge|我 会 支 持 你 的 选 择 ， {s4}
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_pretalk|没 事 
dlga_lord_internal_politics_support_acknowledge:lord_pretalk|太 感 激 你 了 ， 但 是 我 不 要 这 种 荣 誉 ， 并 且 我 拒 绝 你 的 支 持 。 
dlga_lord_internal_politics_support_acknowledge:lord_pretalk.1|我 不 信 任 你 ， 也 不 需 要 你 的 支 持 。 
dlga_lord_internal_politics_support_acknowledge:lord_pretalk.2|太 感 激 你 了 
dlga_lord_internal_politics_support_same_acknowledge:lord_pretalk|你 可 以 自 己 告 诉 他 。 我 不 信 任 你 ， 我 也 不 会 加 入 你 参 与 的 任 何 游 戏 。 
dlga_lord_internal_politics_support_same_acknowledge:lord_pretalk.1|鉴 于 你 的 和 {s4}之 间 的 关 系 ， 我 不 认 为 他 会 接 受 你 的 支 持 。 
dlga_lord_internal_politics_support_same_acknowledge:lord_pretalk.2|我 会 告 诉 {s4}。 他 无 疑 会 很 感 激 你 的 支 持 。 
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_pretalk.2|我 支 持 {s4}
dlga_lord_internal_politics_pretalk:lord_internal_politics_cur_stance_plyr_response|哈 。 很 有 趣 。 
dlga_lord_internal_politics_cur_stance_plyr_response:lord_internal_politics_plyr_request_support|你 能 考 虑 改 为 支 持 我 吗 ？ 
dlga_lord_internal_politics_cur_stance_plyr_response:lord_pretalk|无 论 如 何 ， 现 在 别 再 谈 政 治 了 。 
dlga_lord_internal_politics_plyr_request_support:lord_pretalk|为 了 成 为 候 选 人 你 已 经 造 成 了 太 多 的 争 论 。 我 建 议 你 在 给 自 己 谋 求 更 高 的 头 衔 之 前 先 缓 一 缓 。 
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.1|对 不 起 。 我 不 打 算 和 {s4}之 间 制 造 紧 张 
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.2|我 得 说 ， 你 已 经 得 到 与 你 的 功 绩 相 称 的 封 地 了 ， 这 是 对 你 很 好 的 奖 赏 。 
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.3|你 必 须 进 一 步 证 明 自 己 ， 才 有 资 格 得 到 那 个 位 子 。 
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.4|嗯 … … 基 于 我 们 之 间 的 关 系 ， 我 觉 得 这 要 求 很 过 分 。 
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.5|我 会 很 乐 意 支 持 你 。 
dlga_lord_recruit_1_relation:lord_pretalk|我 对 讨 论 政 治 有 点 厌 烦 了 ， 或 许 以 后 再 说 比 较 好 。 
dlga_lord_recruit_1_relation:lord_pretalk.1|{s12}
dlga_lord_recruit_1_relation:lord_recruit_pretender|你 已 经 以 {s16}的 名 义 高 举 反 叛 的 大 旗 ， 你 是 来 为 {reg3?她 :他 }辩 护 的 吗 ？ 
dlga_lord_recruit_pretender:lord_recruit_3_dilemma_1|是 的 
dlga_lord_recruit_1_relation:lord_pretalk.2|{s12}
dlga_lord_recruit_1_relation:lord_recruit_2|{s12}
dlga_lord_recruit_2:lord_recruit_2_philosophy|笼 统 地 讲 ， 你 对 国 王 、 领 主 、 政 治 持 什 么 看 法 ？ 
dlga_lord_recruit_2:lord_spouse_leave_faction|我 的 丈 夫 ， 我 认 为 你 应 该 重 新 斟 酌 是 否 要 为 {s11}效 忠 。 
dlga_lord_spouse_leave_faction:lord_spouse_leave_faction_2|{s9}作 为 君 主 一 向 待 我 不 薄 ， 但 是 我 想 听 你 说 完 。 你 要 我 们 怎 么 做 ？ 
dlga_lord_spouse_leave_faction:lord_spouse_leave_faction_2.1|我 认 为 没 有 理 由 背 弃 {s9}， 但 是 我 会 留 意 你 的 建 议 。 你 要 我 们 怎 么 做 ？ 
dlga_lord_spouse_leave_faction:lord_spouse_leave_faction_2.2|是 的 — — 作 为 一 名 君 主 ， {s9}实 在 让 人 失 望 。 你 要 我 们 怎 么 做 ？ 
dlga_lord_spouse_leave_faction_2:lord_spouse_leave_faction_proclaim_queen|我 理 应 是 卡 拉 迪 亚 的 女 王 。 
dlga_lord_spouse_leave_faction_2:lord_pretalk|没 事 
dlga_lord_spouse_leave_faction_husband_king:lord_pretalk|也 许 会 有 那 么 一 天 的 ， 我 的 妻 子 — — 但 在 我 称 王 之 前 ， 我 们 之 中 一 人 应 该 据 有 一 座 城 堡 ， 作 为 我 们 宫 廷 的 所 在 地 。 然 后 我 们 再 公 开 称 王 封 后 。 
dlga_lord_spouse_leave_faction_proclaim_queen:lord_pretalk|我 不 反 对 你 的 说 法 ， 夫 人 ， 但 我 们 之 中 一 人 应 该 据 有 一 座 城 堡 ， 作 为 我 们 宫 廷 的 所 在 地 。 然 后 我 们 再 公 开 称 王 封 后 。 
dlga_lord_spouse_leave_faction_proclaim_queen:lord_spouse_leave_faction_proclaim_queen_confirm|{s11}
dlga_lord_spouse_leave_faction_proclaim_queen:lord_pretalk.1|{s11}
dlga_lord_spouse_leave_faction_proclaim_queen_confirm:close_window|我 已 经 准 备 好 了 ， 我 的 丈 夫 。 让 我 们 去 追 寻 我 们 的 王 位 。 
dlga_lord_spouse_leave_faction_proclaim_queen_confirm:lord_pretalk|也 许 我 还 没 准 备 好 。 
dlga_lord_spouse_leave_faction_husband_king:lord_spouse_leave_faction_husband_king_2|这 片 大 陆 的 大 部 分 大 家 族 都 声 称 有 权 称 王 … … 就 最 近 继 位 有 关 的 事 来 看 ， 我 应 该 与 {s4}一 样 成 为 合 法 国 王 。 
dlga_lord_spouse_leave_faction_husband_king_2:lord_spouse_leave_faction_husband_king_3|作 为 国 王 ， 我 会 尊 重 你 的 意 见 来 任 命 首 席 大 臣 ， 决 定 外 交 方 针 ， 以 及 其 它 的 事 务 。 
dlga_lord_spouse_leave_faction_husband_king_3:close_window|很 好 ， 我 的 丈 夫 。 让 我 们 为 了 你 的 王 位 而 努 力 ！ 
dlga_lord_spouse_leave_faction_husband_king_3:lord_pretalk|实 际 上 ， 我 们 还 得 再 忍 耐 一 阵 子 。 
dlga_lord_recruit_2_philosophy:lord_recruit_2|{s43}你 还 有 什 么 其 他 事 要 说 么 ?
dlga_lord_recruit_2:lord_recruit_2_discontent|你 觉 得 {s15}怎 么 样 ？ 
dlga_lord_recruit_2:lord_recruit_3_a|你 还 记 得 我 早 些 时 候 和 你 说 的 么 ？ 
dlga_lord_recruit_2:lord_recruit_quarrel_describe|我 听 说 你 和 {s16}相 处 得 很 不 愉 快 
dlga_lord_recruit_quarrel_describe:lord_recruit_2|这 不 是 什 么 秘 密 。 {s14}
dlga_lord_recruit_2:lord_pretalk|没 事 
dlga_lord_recruit_2_discontent:lord_recruit_2_discontent_b|{s12}
dlga_lord_recruit_2_discontent:lord_recruit_hesitant|{s12}
dlga_lord_recruit_2_discontent_b:lord_recruit_3|有 时 候 ， 我 真 的 很 为 这 个 国 家 的 现 状 担 心 。 
dlga_lord_recruit_hesitant:lord_pretalk|哈 。 很 好 。 
dlga_lord_recruit_hesitant_persuade:lord_recruit_3|如 果 你 这 么 说 ， 我 承 认 有 些 时 候 我 真 的 很 为 这 个 国 家 的 现 状 担 心 。 
dlga_lord_recruit_hesitant_persuade:lord_pretalk|你 在 考 验 我 的 耐 心 。 我 说 过 ， 我 没 什 么 好 说 的 。 
dlga_lord_recruit_3:lord_recruit_3_a|嗯 ， 我 有 些 事 情 要 告 诉 你 。 
dlga_lord_recruit_3_a:lord_recruit_3_reset_claim|{s12}
dlga_lord_recruit_3_reset_claim:lord_recruit_3_a_reset|我 换 一 种 说 法 吧 。 
dlga_lord_recruit_3_a:lord_recruit_3_b|什 么 ？ 
dlga_lord_recruit_3_a_reset:lord_recruit_3_b|什 么 ？ 
dlga_lord_recruit_3_b:lord_recruit_3_why|我 需 要 你 支 持 我 成 为 卡 拉 迪 亚 大 陆 的 国 王 。 
dlga_lord_recruit_3_b:lord_recruit_3_why.1|我 要 你 宣 誓 效 忠 于 我 的 君 主 {s45}并 认 同 他 为 整 个 卡 拉 迪 亚 大 陆 的 国 王 。 
dlga_lord_recruit_3_b:lord_pretalk|没 事 
dlga_lord_recruit_3_dilemma_1:lord_recruit_3_dilemma_2|{s43}
dlga_lord_recruit_3_dilemma_2:lord_recruit_3_why|{s43}
dlga_lord_recruit_3_why:lord_recruit_3_d|我 为 什 么 要 支 持 {s44}？ 
dlga_lord_recruit_3_d:lord_recruit_3_claim|{s43}
dlga_lord_recruit_3_d:lord_recruit_3_claim.1|如 果 {s45}成 为 {s47}， {s45}将 会 公 正 的 对 待 每 个 人 ， 并 保 证 下 层 民 众 的 权 利 。 
dlga_lord_recruit_3_d:lord_recruit_3_claim.2|如 果 {s45}成 为 {s47}， {s45}将 会 保 证 你 作 为 贵 族 世 袭 这 片 土 地 的 权 利 。 
dlga_lord_recruit_3_d:lord_recruit_3_claim.3|因 为 {s45}能 够 统 一 卡 拉 迪 亚 并 且 结 束 战 乱 。 
dlga_lord_recruit_3_d:lord_recruit_3_claim.4|因 为 {s45}将 会 赏 赐 你 土 地 。 
dlga_lord_recruit_3_d:lord_pretalk|没 事 
dlga_lord_recruit_3_claim:lord_recruit_3_claim|你 是 不 是 告 诉 每 一 个 人 你 认 为 他 们 最 喜 欢 听 的 东 西 ？ {s12}
dlga_lord_recruit_3_claim:lord_recruit_4|{s12}
dlga_lord_recruit_3_claim:lord_pretalk|{s12}
dlga_lord_recruit_4:lord_recruit_4_objective_conditions|我 要 你 宣 誓 效 忠 于 {s16}。 
dlga_lord_recruit_4:lord_pretalk|没 事 。 
dlga_lord_recruit_4_objective_conditions:lord_recruit_5_security|让 我 想 想 … … 
dlga_lord_recruit_5_security:lord_recruit_5_political|{s32}
dlga_lord_recruit_5_political:lord_recruit_5_ideological|{s31}
dlga_lord_recruit_5_ideological:lord_recruit_5_change_sides|{s33}
dlga_lord_recruit_5_change_sides:lord_recruit_6|{s34}
dlga_lord_recruit_6:lord_recruit_6_reaction|是 你 作 出 决 定 的 时 候 了 。 
dlga_lord_recruit_6:lord_pretalk|没 必 要 作 决 定 — — 我 们 可 以 迟 些 再 谈 谈 。 
dlga_lord_recruit_6_reaction:lord_recruit_7_decision|很 好 … … 
dlga_lord_recruit_7_decision:lord_pretalk|{s12}
dlga_lord_recruit_7_decision:lord_recruit_pledge|很 好 — — 我 已 经 准 备 好 宣 誓 效 忠 于 {s4}{reg4?女 王 :国 王 }。 
dlga_lord_recruit_pledge:lord_recruit_pledge|记 住 。 你 答 应 给 我 一 片 封 地 。 我 会 监 督 你 信 守 承 诺 。 
dlga_lord_recruit_pledge:lord_recruit_pledge_conclude|就 这 样 吧 — — 我 宣 誓 效 忠 做 你 忠 诚 的 封 臣 。 当 你 需 要 我 出 战 的 时 候 我 会 站 在 你 身 边 和 你 的 敌 人 作 战 ， 并 且 拥 护 你 的 王 位 以 及 你 合 法 的 继 承 者 们 。 我 希 望 相 对 应 的 你 会 庇 护 我 并 且 认 可 我 作 为 你 封 臣 应 当 享 有 的 权 利 。 
dlga_lord_recruit_pledge:lord_recruit_pledge_conclude.1|就 这 样 吧 — — 你 可 以 告 诉 {s4}我 现 在 是 {reg4?她 :他 }忠 实 的 封 臣 ， 我 会 在 有 生 之 年 一 直 追 随 {reg4?她 :他 }， 而 当 {reg4?她 :他 }需 要 我 出 战 的 时 候 我 会 站 在 {reg4?她 :他 }身 边 和 {reg4?她 :他 }的 敌 人 作 战 ， 并 且 拥 护 {reg4?她 :他 }的 王 位 以 及 {reg4?她 :他 }合 法 的 继 承 者 们 。 我 希 望 相 对 应 的 {reg4?她 :他 }会 庇 护 我 并 且 认 可 我 作 为 {reg4?她 :他 }封 臣 应 当 享 有 的 权 利 。 
dlga_lord_recruit_pledge_conclude:close_window|现 在 … … 是 我 要 做 出 重 大 抉 择 的 时 刻 。 我 会 修 养 一 段 时 间 ， 因 为 我 需 要 时 间 来 为 我 自 己 将 要 对 付 的 事 情 做 准 备 。 
dlga_lord_start:close_window.4|我 收 到 了 我 的 {s11}{s10}转 交 给 我 的 礼 物 。 看 在 {reg4?她 的 :他 的 }份 上 ， 我 愿 意 不 再 旧 事 重 提 。 
dlga_lord_start:close_window.5|我 收 到 了 我 的 {s11}{s10}转 交 给 我 的 礼 物 。 哼 ！ 你 觉 得 你 能 收 买 到 朋 友 ？ 
dlga_lord_start:close_window.6|我 收 到 了 我 的 {s11}{s10}转 交 给 我 的 礼 物 。 尽 管 {reg?她 :他 }对 我 确 实 很 好 ， 无 论 如 何 ， 我 还 是 无 法 忘 记 我 们 之 间 的 分 歧 。 
dlga_lord_talk:denounce_lord_results|我 按 照 你 说 的 去 告 发 了 {s4}
dlga_denounce_lord_results:lord_pretalk|很 好 ， 但 愿 现 在 {s4}在 分 封 给 他 任 何 新 的 封 地 ， 头 衔 或 者 职 务 之 前 慎 重 考 虑 。 我 们 很 感 激 你 。 
dlga_lord_talk:lord_quest_intrigue_result|我 按 照 你 说 的 ， 告 诉 了 {s5}{s4}的 潜 在 威 胁 。 
dlga_lord_quest_intrigue_result:lord_pretalk|我 们 听 说 了 。 但 愿 {s5}在 分 封 给 他 任 何 新 的 封 地 ， 头 衔 和 职 务 之 前 会 慎 重 考 虑 。 我 们 很 感 激 你 。 
dlga_lord_quest_intrigue_result:close_window|我 们 听 说 了 — — 可 是 ， 唉 ， {s5}似 乎 没 有 听 进 你 的 忠 告 。 但 是 我 们 仍 然 很 感 激 你 的 努 力 。 
dlga_lord_talk:lord_lend_companion_end|{s65}， 如 果 你 不 再 需 要 {s14}效 力 ， 我 想 让 {reg3?她 :他 }归 队 。 
dlga_lord_ask_to_collect_debt_2:convince_begin|但 {s1}认 为 钱 是 借 给 你 的 ， 先 生 。 他 叫 我 催 促 你 还 了 这 些 钱 。 
dlga_lord_ask_to_collect_debt_2:lord_pretalk|那 样 的 话 ， 我 以 后 就 不 会 催 你 这 件 事 情 了 。 
dlga_lord_ask_to_make_peace_2:convince_begin|也 许 我 能 说 服 你 去 … … 
dlga_lord_ask_to_make_peace_2:lord_pretalk|算 了 ， 以 后 再 谈 和 平 吧 。 
dlga_lord_talk:lord_challenge_duel_for_lady|我 要 你 澄 清 对 {s1}的 污 蔑 。 
dlga_lord_challenge_duel_for_lady_2:lord_pretalk|如 果 你 这 样 说 … … 
dlga_lord_challenge_duel:close_window|{s15}
dlga_lord_challenge_courtship_rival_2:lord_challenge_duel|你 怕 和 我 打 吗 ？ 
dlga_lord_challenge_courtship_rival_2:lord_pretalk|我 为 我 刚 才 的 无 礼 道 歉 … … 
dlga_lord_talk:lord_message_delivered|我 从 {s9}那 里 带 来 了 一 封 信 。 
dlga_lord_talk:lord_message_delivered_enemy|我 从 {s9}那 里 带 来 了 一 封 信 。 
dlga_lord_talk:lord_deliver_message_prisoner|我 从 {s11}那 里 带 来 了 一 封 信 。 
dlga_lord_deliver_message_prisoner_2b:close_window|哈 ， 当 然 ， {playername}。 我 将 一 辈 子 都 感 谢 你 。 
dlga_lord_talk:lord_rescue_by_replace_offer|不 要 怕 ， 我 是 来 营 救 你 的 。 
dlga_lord_rescue_by_replace_offer:lord_rescue_by_replace_offer_2|神 啊 ， 你 不 是 在 开 玩 笑 ？ 你 打 算 怎 么 办 ？ 
dlga_lord_rescue_by_replace_offer_4:lord_rescue_by_replace_offer_5a|不 用 担 心 我 ， {s65}。 我 还 挺 喜 欢 这 地 方 的 。 
dlga_lord_rescue_by_replace_offer_4:lord_rescue_by_replace_offer_5b|我 一 定 会 坚 持 下 去 的 ， 有 一 笔 丰 厚 的 报 酬 在 等 着 我 呢 。 
dlga_lord_rescue_by_replace_offer_6:close_window|快 点 ， {s65}， 我 们 交 换 衣 服 吧 。 你 早 该 离 开 这 里 了 。 
dlga_lord_talk:lord_ask_pardon_after_oath_renounced|{s66}， 我 想 重 新 效 忠 {s4}。 
dlga_lord_ask_pardon_after_oath_renounced:lord_pretalk|这 样 的 大 事 我 无 法 作 主 ， {playername}。 你 应 该 让 {s4}自 己 决 定 是 否 宽 恕 你 。 
dlga_lord_ask_pardon_after_oath_renounced:lord_ask_pardon_terms|{s11}。 
dlga_lord_ask_pardon_terms:lord_pretalk|如 你 所 愿 ， {s65}。 我 接 受 你 的 判 断 。 
dlga_lord_ask_pardon_terms:lord_pretalk.1|真 遗 憾 ， {s65}。 真 遗 憾 。 
dlga_lord_ask_pardon_terms:lord_pretalk.2|很 好 ， 不 要 带 着 我 一 起 去 死 。 
dlga_lord_ask_pardon_terms:lord_ask_pardon_after_renounce_peace|嗯 ， 我 准 备 好 了 。 
dlga_lord_ask_pardon_terms:lord_ask_pardon_after_renounce_peace.1|啊 ， 我 同 意 这 些 条 件 。 
dlga_lord_ask_pardon_terms:lord_ask_pardon_terms_rejected.1|那 个 代 价 太 大 ， {s65}。 我 想 我 无 法 接 受 。 
dlga_lord_talk:lord_ask_pardon|我 希 望 与 {s4}和 好 。 
